experiment_id,task_id,pattern,repeat_index,pattern_category,agent_count,stop_reason,duration_sec,total_tokens_in,total_tokens_out,total_tokens,turn_count,agent_turn_count,terminated_by,error,quality_score,converged_at
exp07,cs_hard,refl2,0,C,2,Text 'APPROVED' mentioned,377.56,114,28000,28114,3,2,keyword,,,
exp07,hist_easy,refl2,0,C,2,Text 'APPROVED' mentioned,43.98,545,577,1122,3,2,keyword,,,
exp07,hist_med,refl2,0,C,2,Text 'APPROVED' mentioned,74.61,1281,1685,2966,3,2,keyword,,,
exp07,hist_hard,refl2,0,C,2,Text 'APPROVED' mentioned,180.34,109,6241,6350,3,2,keyword,,,
exp07,eng_easy,refl2,0,C,2,Text 'APPROVED' mentioned,53.29,550,767,1317,3,2,keyword,,,
exp07,eng_med,refl2,0,C,2,Text 'APPROVED' mentioned,93.38,2642,2912,5554,3,2,keyword,,,
exp07,eng_hard,refl2,0,C,2,Text 'APPROVED' mentioned,144.69,111,5595,5706,3,2,keyword,,,
exp07,biz_easy,refl2,0,C,2,Text 'APPROVED' mentioned,67.83,1392,1591,2983,3,2,keyword,,,
exp07,biz_med,refl2,0,C,2,Text 'APPROVED' mentioned,78.61,1920,2077,3997,3,2,keyword,,,
exp07,biz_hard,refl2,0,C,2,Text 'APPROVED' mentioned,159.12,111,5717,5828,3,2,keyword,,,
exp07,sci_easy,sel3,0,B1,3,Text 'TERMINATE' mentioned,91.45,543,849,1392,3,2,keyword,,,
exp07,sci_med,sel3,0,B1,3,Text 'TERMINATE' mentioned,171.88,4258,3783,8041,4,3,keyword,,,
exp07,sci_hard,sel3,0,B1,3,Text 'TERMINATE' mentioned,385.61,93,18260,18353,4,3,keyword,,,
exp07,cs_easy,sel3,0,B1,3,Text 'TERMINATE' mentioned,162.68,4172,3728,7900,4,3,keyword,,,
exp07,cs_med,sel3,0,B1,3,Text 'TERMINATE' mentioned,251.93,3468,10462,13930,4,3,keyword,,,
exp07,cs_hard,sel3,0,B1,3,Text 'TERMINATE' mentioned,564.7,102,37153,37255,4,3,keyword,,,
exp07,hist_easy,sel3,0,B1,3,Text 'TERMINATE' mentioned,193.75,2166,2687,4853,4,3,keyword,,,
exp07,hist_med,sel3,0,B1,3,Text 'TERMINATE' mentioned,212.62,2568,1717,4285,4,3,keyword,,,
exp07,hist_hard,sel3,0,B1,3,Text 'TERMINATE' mentioned,365.64,97,12853,12950,4,3,keyword,,,
exp07,eng_easy,sel3,0,B1,3,Text 'TERMINATE' mentioned,83.03,549,1019,1568,3,2,keyword,,,
exp07,eng_med,sel3,0,B1,3,Text 'TERMINATE' mentioned,266.35,3828,8139,11967,4,3,keyword,,,
exp07,eng_hard,sel3,0,B1,3,Text 'TERMINATE' mentioned,431.7,99,17871,17970,4,3,keyword,,,
exp07,biz_easy,sel3,0,B1,3,Text 'TERMINATE' mentioned,133.56,3128,3439,6567,3,2,keyword,,,
exp07,biz_med,sel3,0,B1,3,Text 'TERMINATE' mentioned,236.69,2636,6837,9473,4,3,keyword,,,
exp07,biz_hard,sel3,0,B1,3,Text 'TERMINATE' mentioned,299.64,101,11740,11841,4,3,keyword,,,
exp07,sci_easy,debate3,0,C,3,Text 'VERDICT' mentioned,289.66,5568,4783,10351,5,4,keyword,,,
exp07,sci_med,debate3,0,C,3,Text 'VERDICT' mentioned,261.37,3273,6803,10076,5,4,keyword,,,
exp07,sci_hard,debate3,0,C,3,Text 'VERDICT' mentioned,432.07,101,19835,19936,4,3,keyword,,,
exp07,cs_easy,debate3,0,C,3,Text 'VERDICT' mentioned,231.98,5631,5781,11412,5,4,keyword,,,
exp07,cs_med,debate3,0,C,3,Text 'VERDICT' mentioned,271.4,5590,8038,13628,5,4,keyword,,,
exp07,cs_hard,debate3,0,C,3,Text 'VERDICT' mentioned,882.23,113,54692,54805,5,4,keyword,,,
exp07,hist_easy,debate3,0,C,3,Text 'VERDICT' mentioned,250.42,5070,5323,10393,5,4,keyword,,,
exp07,hist_med,debate3,0,C,3,Text 'VERDICT' mentioned,300.01,4900,6912,11812,5,4,keyword,,,
exp07,hist_hard,debate3,0,C,3,Text 'VERDICT' mentioned,373.04,108,10501,10609,5,4,keyword,,,
exp07,eng_easy,debate3,0,C,3,Text 'VERDICT' mentioned,218.01,5943,4558,10501,5,4,keyword,,,
exp07,eng_med,debate3,0,C,3,Text 'VERDICT' mentioned,340.89,2064,9781,11845,5,4,keyword,,,
exp07,eng_hard,debate3,0,C,3,Text 'VERDICT' mentioned,493.29,110,16935,17045,5,4,keyword,,,
exp07,biz_easy,debate3,0,C,3,Text 'VERDICT' mentioned,291.82,4543,8538,13081,5,4,keyword,,,
exp07,biz_med,debate3,0,C,3,Text 'VERDICT' mentioned,278.57,4706,6328,11034,5,4,keyword,,,
exp07,biz_hard,debate3,0,C,3,Text 'VERDICT' mentioned,455.33,110,17626,17736,5,4,keyword,,,
