experiment_id,task_id,pattern,repeat_index,pattern_category,agent_count,stop_reason,duration_sec,total_tokens_in,total_tokens_out,total_tokens,turn_count,agent_turn_count,terminated_by,error,quality_score,converged_at
exp07,eng_med,swm3,2,B2,3,"Maximum number of messages 10 reached, current message count: 10",26.14,7624,1016,8640,22,21,max_messages,,,
exp07,eng_hard,swm3,0,B2,3,Text 'TERMINATE' mentioned,22.94,3434,923,4357,12,11,keyword,,,
exp07,eng_hard,swm3,1,B2,3,"Maximum number of messages 10 reached, current message count: 10",46.65,6998,1438,8436,22,21,max_messages,,,
exp07,eng_hard,swm3,2,B2,3,Text 'TERMINATE' mentioned,14.28,2993,775,3768,12,11,keyword,,,
exp07,biz_easy,swm3,0,B2,3,Text 'TERMINATE' mentioned,12.83,243,610,853,5,4,keyword,,,
exp07,biz_easy,swm3,1,B2,3,Text 'TERMINATE' mentioned,11.76,243,542,785,5,4,keyword,,,
exp07,biz_easy,swm3,2,B2,3,Text 'TERMINATE' mentioned,13.33,243,658,901,5,4,keyword,,,
exp07,biz_med,swm3,0,B2,3,Text 'TERMINATE' mentioned,13.98,251,705,956,5,4,keyword,,,
exp07,biz_med,swm3,1,B2,3,"Maximum number of messages 10 reached, current message count: 10",27.21,7038,984,8022,14,13,max_messages,,,
exp07,biz_med,swm3,2,B2,3,Text 'TERMINATE' mentioned,20.1,251,743,994,5,4,keyword,,,
exp07,biz_hard,swm3,0,B2,3,Text 'TERMINATE' mentioned,16.69,277,824,1101,5,4,keyword,,,
exp07,biz_hard,swm3,1,B2,3,Text 'TERMINATE' mentioned,15.04,277,825,1102,5,4,keyword,,,
exp07,biz_hard,swm3,2,B2,3,Text 'TERMINATE' mentioned,17.2,277,761,1038,5,4,keyword,,,
exp07,sci_easy,refl2,0,C,2,Text 'APPROVED' mentioned,24.17,1893,1160,3053,5,4,keyword,,,
exp07,sci_easy,refl2,1,C,2,Text 'APPROVED' mentioned,21.59,1778,1147,2925,5,4,keyword,,,
exp07,sci_easy,refl2,2,C,2,Text 'APPROVED' mentioned,32.78,2394,1687,4081,5,4,keyword,,,
exp07,sci_med,refl2,0,C,2,Text 'APPROVED' mentioned,19.87,659,1017,1676,3,2,keyword,,,
exp07,sci_med,refl2,1,C,2,Text 'APPROVED' mentioned,69.9,9533,3735,13268,7,6,keyword,,,
exp07,sci_med,refl2,2,C,2,Text 'APPROVED' mentioned,19.8,667,1080,1747,3,2,keyword,,,
exp07,sci_hard,refl2,0,C,2,Text 'APPROVED' mentioned,26.02,1125,1553,2678,3,2,keyword,,,
exp07,sci_hard,refl2,1,C,2,Text 'APPROVED' mentioned,26.3,1142,1582,2724,3,2,keyword,,,
exp07,sci_hard,refl2,2,C,2,Text 'APPROVED' mentioned,23.0,1024,1458,2482,3,2,keyword,,,
exp07,cs_easy,refl2,0,C,2,Text 'APPROVED' mentioned,17.8,694,1029,1723,3,2,keyword,,,
exp07,cs_easy,refl2,1,C,2,Text 'APPROVED' mentioned,19.83,755,1105,1860,3,2,keyword,,,
exp07,cs_easy,refl2,2,C,2,Text 'APPROVED' mentioned,40.53,3751,2301,6052,5,4,keyword,,,
exp07,cs_med,refl2,0,C,2,Text 'APPROVED' mentioned,42.02,4592,2529,7121,5,4,keyword,,,
exp07,cs_med,refl2,1,C,2,Text 'APPROVED' mentioned,40.29,4280,2521,6801,5,4,keyword,,,
exp07,cs_med,refl2,2,C,2,Text 'APPROVED' mentioned,24.23,911,1244,2155,3,2,keyword,,,
exp07,cs_hard,refl2,0,C,2,Text 'APPROVED' mentioned,89.18,14771,5583,20354,7,6,keyword,,,
exp07,cs_hard,refl2,1,C,2,Text 'APPROVED' mentioned,25.93,1321,1660,2981,3,2,keyword,,,
exp07,cs_hard,refl2,2,C,2,Text 'APPROVED' mentioned,24.2,1172,1586,2758,3,2,keyword,,,
exp07,hist_easy,refl2,0,C,2,Text 'APPROVED' mentioned,26.41,2471,1691,4162,5,4,keyword,,,
exp07,hist_easy,refl2,1,C,2,Text 'APPROVED' mentioned,9.82,427,637,1064,3,2,keyword,,,
exp07,hist_easy,refl2,2,C,2,Text 'APPROVED' mentioned,10.05,398,647,1045,3,2,keyword,,,
exp07,hist_med,refl2,0,C,2,Text 'APPROVED' mentioned,27.03,1012,1413,2425,3,2,keyword,,,
exp07,hist_med,refl2,1,C,2,Text 'APPROVED' mentioned,21.69,881,1242,2123,3,2,keyword,,,
exp07,hist_med,refl2,2,C,2,Text 'APPROVED' mentioned,21.68,1043,1463,2506,3,2,keyword,,,
exp07,hist_hard,refl2,0,C,2,Text 'APPROVED' mentioned,21.98,1126,1381,2507,3,2,keyword,,,
exp07,hist_hard,refl2,1,C,2,Text 'APPROVED' mentioned,21.5,956,1337,2293,3,2,keyword,,,
exp07,hist_hard,refl2,2,C,2,"Maximum number of messages 8 reached, current message count: 8",88.5,16556,5717,22273,8,7,max_messages,,,
exp07,eng_easy,refl2,0,C,2,Text 'APPROVED' mentioned,10.17,428,623,1051,3,2,keyword,,,
exp07,eng_easy,refl2,1,C,2,Text 'APPROVED' mentioned,26.8,2721,1740,4461,5,4,keyword,,,
exp07,eng_easy,refl2,2,C,2,"Maximum number of messages 8 reached, current message count: 8",50.0,8618,2952,11570,8,7,max_messages,,,
exp07,eng_med,refl2,0,C,2,Text 'APPROVED' mentioned,22.9,1019,1390,2409,3,2,keyword,,,
exp07,eng_med,refl2,1,C,2,Text 'APPROVED' mentioned,48.12,4695,2782,7477,5,4,keyword,,,
exp07,eng_med,refl2,2,C,2,Text 'APPROVED' mentioned,17.96,1025,1271,2296,3,2,keyword,,,
exp07,eng_hard,refl2,0,C,2,Text 'APPROVED' mentioned,24.16,908,1357,2265,3,2,keyword,,,
exp07,eng_hard,refl2,1,C,2,Text 'APPROVED' mentioned,20.55,933,1352,2285,3,2,keyword,,,
exp07,eng_hard,refl2,2,C,2,Text 'APPROVED' mentioned,22.54,994,1407,2401,3,2,keyword,,,
exp07,biz_easy,refl2,0,C,2,Text 'APPROVED' mentioned,16.73,812,1116,1928,3,2,keyword,,,
exp07,biz_easy,refl2,1,C,2,Text 'APPROVED' mentioned,20.71,864,1313,2177,3,2,keyword,,,
exp07,biz_easy,refl2,2,C,2,Text 'APPROVED' mentioned,20.47,860,1286,2146,3,2,keyword,,,
exp07,biz_med,refl2,0,C,2,Text 'APPROVED' mentioned,18.36,795,1068,1863,3,2,keyword,,,
exp07,biz_med,refl2,1,C,2,Text 'APPROVED' mentioned,20.48,1000,1274,2274,3,2,keyword,,,
exp07,biz_med,refl2,2,C,2,Text 'APPROVED' mentioned,37.28,4387,2642,7029,5,4,keyword,,,
exp07,biz_hard,refl2,0,C,2,Text 'APPROVED' mentioned,82.22,13342,5192,18534,7,6,keyword,,,
exp07,biz_hard,refl2,1,C,2,Text 'APPROVED' mentioned,22.85,955,1334,2289,3,2,keyword,,,
exp07,biz_hard,refl2,2,C,2,Text 'APPROVED' mentioned,53.6,5290,3265,8555,5,4,keyword,,,
exp07,sci_easy,sel3,0,B1,3,Text 'TERMINATE' mentioned,22.12,1346,1151,2497,4,3,keyword,,,
exp07,sci_easy,sel3,1,B1,3,Text 'TERMINATE' mentioned,11.29,498,671,1169,3,2,keyword,,,
exp07,sci_easy,sel3,2,B1,3,Text 'TERMINATE' mentioned,23.12,1438,1220,2658,4,3,keyword,,,
exp07,sci_med,sel3,0,B1,3,Text 'TERMINATE' mentioned,31.91,1935,1724,3659,4,3,keyword,,,
exp07,sci_med,sel3,1,B1,3,Text 'TERMINATE' mentioned,30.52,1963,1655,3618,4,3,keyword,,,
exp07,sci_med,sel3,2,B1,3,Text 'TERMINATE' mentioned,19.58,725,1056,1781,3,2,keyword,,,
exp07,sci_hard,sel3,0,B1,3,Text 'TERMINATE' mentioned,41.6,3012,2079,5091,4,3,keyword,,,
exp07,sci_hard,sel3,1,B1,3,Text 'TERMINATE' mentioned,23.21,1149,1402,2551,3,2,keyword,,,
exp07,sci_hard,sel3,2,B1,3,"Maximum number of messages 10 reached, current message count: 10",114.06,25728,6064,31792,10,9,max_messages,,,
exp07,cs_easy,sel3,0,B1,3,Text 'TERMINATE' mentioned,34.2,2523,2195,4718,4,3,keyword,,,
exp07,cs_easy,sel3,1,B1,3,Text 'TERMINATE' mentioned,32.62,2285,1951,4236,4,3,keyword,,,
exp07,cs_easy,sel3,2,B1,3,Text 'TERMINATE' mentioned,38.91,2696,2316,5012,4,3,keyword,,,
exp07,cs_med,sel3,0,B1,3,Text 'TERMINATE' mentioned,37.83,3192,2312,5504,4,3,keyword,,,
exp07,cs_med,sel3,1,B1,3,Text 'TERMINATE' mentioned,34.3,2703,2125,4828,4,3,keyword,,,
exp07,cs_med,sel3,2,B1,3,Text 'TERMINATE' mentioned,33.4,3423,2618,6041,4,3,keyword,,,
exp07,cs_hard,sel3,0,B1,3,Text 'TERMINATE' mentioned,19.21,1175,1208,2383,3,2,keyword,,,
exp07,cs_hard,sel3,1,B1,3,Text 'TERMINATE' mentioned,35.94,3474,2605,6079,4,3,keyword,,,
exp07,cs_hard,sel3,2,B1,3,Text 'TERMINATE' mentioned,43.08,3477,2527,6004,4,3,keyword,,,
exp07,hist_easy,sel3,0,B1,3,Text 'TERMINATE' mentioned,11.12,494,653,1147,3,2,keyword,,,
exp07,hist_easy,sel3,1,B1,3,Text 'TERMINATE' mentioned,12.9,495,750,1245,3,2,keyword,,,
exp07,hist_easy,sel3,2,B1,3,Text 'TERMINATE' mentioned,13.1,457,595,1052,3,2,keyword,,,
exp07,hist_med,sel3,0,B1,3,Text 'TERMINATE' mentioned,11.8,60,654,714,2,1,keyword,,,
exp07,hist_med,sel3,1,B1,3,Text 'TERMINATE' mentioned,19.96,992,1136,2128,3,2,keyword,,,
exp07,hist_med,sel3,2,B1,3,Text 'TERMINATE' mentioned,6.38,60,523,583,2,1,keyword,,,
exp07,hist_hard,sel3,0,B1,3,Text 'TERMINATE' mentioned,10.75,83,753,836,2,1,keyword,,,
exp07,hist_hard,sel3,1,B1,3,Text 'TERMINATE' mentioned,10.63,83,768,851,2,1,keyword,,,
exp07,hist_hard,sel3,2,B1,3,Text 'TERMINATE' mentioned,9.62,83,778,861,2,1,keyword,,,
exp07,eng_easy,sel3,0,B1,3,Text 'TERMINATE' mentioned,24.71,1731,1513,3244,4,3,keyword,,,
exp07,eng_easy,sel3,1,B1,3,Text 'TERMINATE' mentioned,24.22,1594,1137,2731,4,3,keyword,,,
exp07,eng_easy,sel3,2,B1,3,Text 'TERMINATE' mentioned,21.43,1594,1347,2941,4,3,keyword,,,
exp07,eng_med,sel3,0,B1,3,Text 'TERMINATE' mentioned,20.13,984,1271,2255,3,2,keyword,,,
exp07,eng_med,sel3,1,B1,3,Text 'TERMINATE' mentioned,21.69,1017,1206,2223,3,2,keyword,,,
exp07,eng_med,sel3,2,B1,3,Text 'TERMINATE' mentioned,18.73,973,1149,2122,3,2,keyword,,,
exp07,eng_hard,sel3,0,B1,3,Text 'TERMINATE' mentioned,30.58,2985,2098,5083,4,3,keyword,,,
exp07,eng_hard,sel3,1,B1,3,Text 'TERMINATE' mentioned,33.37,2699,2056,4755,4,3,keyword,,,
exp07,eng_hard,sel3,2,B1,3,Text 'TERMINATE' mentioned,36.35,2935,1937,4872,4,3,keyword,,,
exp07,biz_easy,sel3,0,B1,3,Text 'TERMINATE' mentioned,19.43,794,1193,1987,3,2,keyword,,,
exp07,biz_easy,sel3,1,B1,3,Text 'TERMINATE' mentioned,25.47,952,1446,2398,3,2,keyword,,,
exp07,biz_easy,sel3,2,B1,3,Text 'TERMINATE' mentioned,27.77,909,1198,2107,3,2,keyword,,,
exp07,biz_med,sel3,0,B1,3,Text 'TERMINATE' mentioned,23.62,1020,1266,2286,3,2,keyword,,,
exp07,biz_med,sel3,1,B1,3,Text 'TERMINATE' mentioned,23.3,967,1316,2283,3,2,keyword,,,
exp07,biz_med,sel3,2,B1,3,Text 'TERMINATE' mentioned,18.58,1034,1231,2265,3,2,keyword,,,
exp07,biz_hard,sel3,0,B1,3,Text 'TERMINATE' mentioned,22.97,1130,1218,2348,3,2,keyword,,,
exp07,biz_hard,sel3,1,B1,3,Text 'TERMINATE' mentioned,22.26,1099,1126,2225,3,2,keyword,,,
exp07,biz_hard,sel3,2,B1,3,Text 'TERMINATE' mentioned,19.2,1002,1202,2204,3,2,keyword,,,
exp07,sci_easy,debate3,0,C,3,Text 'VERDICT' mentioned,28.46,1700,1400,3100,4,3,keyword,,,
exp07,sci_easy,debate3,1,C,3,Text 'VERDICT' mentioned,26.94,1806,1391,3197,4,3,keyword,,,
exp07,sci_easy,debate3,2,C,3,Text 'VERDICT' mentioned,26.97,1643,1273,2916,4,3,keyword,,,
exp07,sci_med,debate3,0,C,3,Text 'VERDICT' mentioned,37.32,2424,1867,4291,4,3,keyword,,,
exp07,sci_med,debate3,1,C,3,Text 'VERDICT' mentioned,35.81,2183,1643,3826,4,3,keyword,,,
exp07,sci_med,debate3,2,C,3,Text 'VERDICT' mentioned,30.81,2198,1674,3872,4,3,keyword,,,
exp07,sci_hard,debate3,0,C,3,Text 'VERDICT' mentioned,30.35,2669,1903,4572,4,3,keyword,,,
exp07,sci_hard,debate3,1,C,3,Text 'VERDICT' mentioned,38.39,2957,2081,5038,4,3,keyword,,,
exp07,sci_hard,debate3,2,C,3,Text 'VERDICT' mentioned,44.84,2697,2092,4789,4,3,keyword,,,
exp07,cs_easy,debate3,0,C,3,Text 'VERDICT' mentioned,39.42,2578,1895,4473,4,3,keyword,,,
exp07,cs_easy,debate3,1,C,3,Text 'VERDICT' mentioned,34.89,2401,1730,4131,4,3,keyword,,,
exp07,cs_easy,debate3,2,C,3,Text 'VERDICT' mentioned,37.28,2395,1783,4178,4,3,keyword,,,
exp07,cs_med,debate3,0,C,3,Text 'VERDICT' mentioned,44.87,2757,2144,4901,4,3,keyword,,,
exp07,cs_med,debate3,1,C,3,Text 'VERDICT' mentioned,31.18,2222,1679,3901,4,3,keyword,,,
exp07,cs_med,debate3,2,C,3,Text 'VERDICT' mentioned,36.41,2471,1925,4396,4,3,keyword,,,
exp07,cs_hard,debate3,0,C,3,Text 'VERDICT' mentioned,43.1,3153,2437,5590,4,3,keyword,,,
exp07,cs_hard,debate3,1,C,3,Text 'VERDICT' mentioned,55.93,5598,2907,8505,5,4,keyword,,,
exp07,cs_hard,debate3,2,C,3,Text 'VERDICT' mentioned,68.59,3330,2519,5849,4,3,keyword,,,
exp07,hist_easy,debate3,0,C,3,Text 'VERDICT' mentioned,57.33,2999,1949,4948,5,4,keyword,,,
exp07,hist_easy,debate3,1,C,3,Text 'VERDICT' mentioned,55.84,3293,2033,5326,5,4,keyword,,,
exp07,hist_easy,debate3,2,C,3,Text 'VERDICT' mentioned,57.86,3138,1792,4930,5,4,keyword,,,
exp07,hist_med,debate3,0,C,3,Text 'VERDICT' mentioned,56.14,2744,1969,4713,4,3,keyword,,,
exp07,hist_med,debate3,1,C,3,Text 'VERDICT' mentioned,43.77,2629,1938,4567,4,3,keyword,,,
exp07,hist_med,debate3,2,C,3,Text 'VERDICT' mentioned,49.19,2548,1878,4426,4,3,keyword,,,
exp07,hist_hard,debate3,0,C,3,Text 'VERDICT' mentioned,53.23,2941,2152,5093,4,3,keyword,,,
exp07,hist_hard,debate3,1,C,3,Text 'VERDICT' mentioned,90.03,5672,2995,8667,5,4,keyword,,,
exp07,hist_hard,debate3,2,C,3,Text 'VERDICT' mentioned,78.16,4802,2528,7330,5,4,keyword,,,
exp07,eng_easy,debate3,0,C,3,Text 'VERDICT' mentioned,64.58,5358,2567,7925,6,5,keyword,,,
exp07,eng_easy,debate3,1,C,3,"Maximum number of messages 10 reached, current message count: 10",128.32,19566,5309,24875,10,9,max_messages,,,
exp07,eng_easy,debate3,2,C,3,Text 'VERDICT' mentioned,53.86,5535,2615,8150,6,5,keyword,,,
exp07,eng_med,debate3,0,C,3,Text 'VERDICT' mentioned,41.48,2951,2161,5112,4,3,keyword,,,
exp07,eng_med,debate3,1,C,3,Text 'VERDICT' mentioned,42.93,3029,2269,5298,4,3,keyword,,,
exp07,eng_med,debate3,2,C,3,Text 'VERDICT' mentioned,47.33,2887,2051,4938,4,3,keyword,,,
exp07,eng_hard,debate3,0,C,3,Text 'VERDICT' mentioned,38.81,2516,1991,4507,4,3,keyword,,,
exp07,eng_hard,debate3,1,C,3,Text 'VERDICT' mentioned,46.05,2798,2057,4855,4,3,keyword,,,
exp07,eng_hard,debate3,2,C,3,Text 'VERDICT' mentioned,45.25,2592,2038,4630,4,3,keyword,,,
exp07,biz_easy,debate3,0,C,3,Text 'VERDICT' mentioned,68.21,5456,2936,8392,5,4,keyword,,,
exp07,biz_easy,debate3,1,C,3,Text 'VERDICT' mentioned,45.27,2578,1888,4466,4,3,keyword,,,
exp07,biz_easy,debate3,2,C,3,Text 'VERDICT' mentioned,37.21,2593,1871,4464,4,3,keyword,,,
exp07,biz_med,debate3,0,C,3,Text 'VERDICT' mentioned,37.41,2629,1831,4460,4,3,keyword,,,
exp07,biz_med,debate3,1,C,3,Text 'VERDICT' mentioned,54.57,3215,2458,5673,4,3,keyword,,,
exp07,biz_med,debate3,2,C,3,Text 'VERDICT' mentioned,40.84,2673,1971,4644,4,3,keyword,,,
exp07,biz_hard,debate3,0,C,3,Text 'VERDICT' mentioned,52.37,5502,2800,8302,5,4,keyword,,,
exp07,biz_hard,debate3,1,C,3,Text 'VERDICT' mentioned,44.31,3041,2264,5305,4,3,keyword,,,
exp07,biz_hard,debate3,2,C,3,Text 'VERDICT' mentioned,40.75,3012,2142,5154,4,3,keyword,,,
